"yob","sex","state","race","educ","antiest_1","antiest_2","antiest_3","time_pref1","time_pref2","ideo","pid_1","pid_2r","pid_2d","pid_2i","affect_1","affect_2","policy_educ","policy_tax_V1","policy_tax_V2","policy_immi","policy_mari","definition_timer_First.Click","definition_timer_Last.Click","definition_timer_Page.Submit","definition_timer_Click.Count","background_timer_First.Click","background_timer_Last.Click","background_timer_Page.Submit","background_timer_Click.Count","approval_t0_9","background_timer_First.Click.1","background_timer_Last.Click.1","background_timer_Page.Submit.1","background_timer_Click.Count.1","approval_t0_9.1","group1_t1_timer_First.Click","group1_t1_timer_Last.Click","group1_t1_timer_Page.Submit","group1_t1_timer_Click.Count","recall_t1","t1_timer_1_First.Click","t1_timer_1_Last.Click","t1_timer_1_Page.Submit","t1_timer_1_Click.Count","approval_t1_9","t1_timer_2_First.Click","t1_timer_2_Last.Click","t1_timer_2_Page.Submit","t1_timer_2_Click.Count","group1_t2_timer_First.Click","group1_t2_timer_Last.Click","group1_t2_timer_Page.Submit","group1_t2_timer_Click.Count","recall_t2","t2_timer_1_First.Click","t2_timer_1_Last.Click","t2_timer_1_Page.Submit","t2_timer_1_Click.Count","approval_t2_9","t2_timer_2_First.Click","t2_timer_2_Last.Click","t2_timer_2_Page.Submit","t2_timer_2_Click.Count","group1_t3_timer_First.Click","group1_t3_timer_Last.Click","group1_t3_timer_Page.Submit","group1_t3_timer_Click.Count","recall_t3","t3_timer_1_First.Click","t3_timer_1_Last.Click","t3_timer_1_Page.Submit","t3_timer_1_Click.Count","approval_t3_9","t3_timer_2_First.Click","t3_timer_2_Last.Click","t3_timer_2_Page.Submit","t3_timer_2_Click.Count","group1_t4_timer_First.Click","group1_t4_timer_Last.Click","group1_t4_timer_Page.Submit","group1_t4_timer_Click.Count","recall_t4","t4_timer_1_First.Click","t4_timer_1_Last.Click","t4_timer_1_Page.Submit","t4_timer_1_Click.Count","approval_t4_9","t4_timer_2_First.Click","t4_timer_2_Last.Click","t4_timer_2_Page.Submit","t4_timer_2_Click.Count","group1_t5_timer_First.Click","group1_t5_timer_Last.Click","group1_t5_timer_Page.Submit","group1_t5_timer_Click.Count","recall_t5","t5_timer_1_First.Click","t5_timer_1_Last.Click","t5_timer_1_Page.Submit","t5_timer_1_Click.Count","approval_t5_9","t5_timer_2_First.Click","t5_timer_2_Last.Click","t5_timer_2_Page.Submit","t5_timer_2_Click.Count","group1_t6_timer_First.Click","group1_t6_timer_Last.Click","group1_t6_timer_Page.Submit","group1_t6_timer_Click.Count","recall_t6","t6_timer_1_First.Click","t6_timer_1_Last.Click","t6_timer_1_Page.Submit","t6_timer_1_Click.Count","approval_t6_9","t6_timer_2_First.Click","t6_timer_2_Last.Click","t6_timer_2_Page.Submit","t6_timer_2_Click.Count","overall","group2_t1_timer_First.Click","group2_t1_timer_Last.Click","group2_t1_timer_Page.Submit","group2_t1_timer_Click.Count","recall_t1.1","t1_timer_1_First.Click.1","t1_timer_1_Last.Click.1","t1_timer_1_Page.Submit.1","t1_timer_1_Click.Count.1","approval_t1_9.1","t1_timer_2_First.Click.1","t1_timer_2_Last.Click.1","t1_timer_2_Page.Submit.1","t1_timer_2_Click.Count.1","group2_t2_timer_First.Click","group2_t2_timer_Last.Click","group2_t2_timer_Page.Submit","group2_t2_timer_Click.Count","recall_t2.1","t2_timer_1_First.Click.1","t2_timer_1_Last.Click.1","t2_timer_1_Page.Submit.1","t2_timer_1_Click.Count.1","approval_t2_9.1","t2_timer_2_First.Click.1","t2_timer_2_Last.Click.1","t2_timer_2_Page.Submit.1","t2_timer_2_Click.Count.1","group2_t3_timer_First.Click","group2_t3_timer_Last.Click","group2_t3_timer_Page.Submit","group2_t3_timer_Click.Count","recall_t3.1","t3_timer_1_First.Click.1","t3_timer_1_Last.Click.1","t3_timer_1_Page.Submit.1","t3_timer_1_Click.Count.1","approval_t3_9.1","t3_timer_2_First.Click.1","t3_timer_2_Last.Click.1","t3_timer_2_Page.Submit.1","t3_timer_2_Click.Count.1","group2_t4_timer_First.Click","group2_t4_timer_Last.Click","group2_t4_timer_Page.Submit","group2_t4_timer_Click.Count","recall_t4.1","t4_timer_1_First.Click.1","t4_timer_1_Last.Click.1","t4_timer_1_Page.Submit.1","t4_timer_1_Click.Count.1","approval_t4_9.1","t4_timer_2_First.Click.1","t4_timer_2_Last.Click.1","t4_timer_2_Page.Submit.1","t4_timer_2_Click.Count.1","group2_t5_timer_First.Click","group2_t5_timer_Last.Click","group2_t5_timer_Page.Submit","group2_t5_timer_Click.Count","recall_t5.1","t5_timer_1_First.Click.1","t5_timer_1_Last.Click.1","t5_timer_1_Page.Submit.1","t5_timer_1_Click.Count.1","approval_t5_9.1","t5_timer_2_First.Click.1","t5_timer_2_Last.Click.1","t5_timer_2_Page.Submit.1","t5_timer_2_Click.Count.1","group2_t6_timer_First.Click","group2_t6_timer_Last.Click","group2_t6_timer_Page.Submit","group2_t6_timer_Click.Count","recall_t6.1","t6_timer_1_First.Click.1","t6_timer_1_Last.Click.1","t6_timer_1_Page.Submit.1","t6_timer_1_Click.Count.1","approval_t6_9.1","t6_timer_2_First.Click.1","t6_timer_2_Last.Click.1","t6_timer_2_Page.Submit.1","t6_timer_2_Click.Count.1","overall.1","group3_t1_timer_First.Click","group3_t1_timer_Last.Click","group3_t1_timer_Page.Submit","group3_t1_timer_Click.Count","recall_t1.2","t1_timer_1_First.Click.2","t1_timer_1_Last.Click.2","t1_timer_1_Page.Submit.2","t1_timer_1_Click.Count.2","approval_t1_9.2","t1_timer_2_First.Click.2","t1_timer_2_Last.Click.2","t1_timer_2_Page.Submit.2","t1_timer_2_Click.Count.2","group3_t2_timer_First.Click","group3_t2_timer_Last.Click","group3_t2_timer_Page.Submit","group3_t2_timer_Click.Count","recall_t2.2","t2_timer_1_First.Click.2","t2_timer_1_Last.Click.2","t2_timer_1_Page.Submit.2","t2_timer_1_Click.Count.2","approval_t2_9.2","t2_timer_2_First.Click.2","t2_timer_2_Last.Click.2","t2_timer_2_Page.Submit.2","t2_timer_2_Click.Count.2","group3_t3_timer_First.Click","group3_t3_timer_Last.Click","group3_t3_timer_Page.Submit","group3_t3_timer_Click.Count","recall_t3.2","t3_timer_1_First.Click.2","t3_timer_1_Last.Click.2","t3_timer_1_Page.Submit.2","t3_timer_1_Click.Count.2","approval_t3_9.2","t3_timer_2_First.Click.2","t3_timer_2_Last.Click.2","t3_timer_2_Page.Submit.2","t3_timer_2_Click.Count.2","group3_t4_timer_First.Click","group3_t4_timer_Last.Click","group3_t4_timer_Page.Submit","group3_t4_timer_Click.Count","recall_t4.2","t4_timer_1_First.Click.2","t4_timer_1_Last.Click.2","t4_timer_1_Page.Submit.2","t4_timer_1_Click.Count.2","approval_t4_9.2","t4_timer_2_First.Click.2","t4_timer_2_Last.Click.2","t4_timer_2_Page.Submit.2","t4_timer_2_Click.Count.2","group3_t5_timer_First.Click","group3_t5_timer_Last.Click","group3_t5_timer_Page.Submit","group3_t5_timer_Click.Count","recall_t5.2","t5_timer_1_First.Click.2","t5_timer_1_Last.Click.2","t5_timer_1_Page.Submit.2","t5_timer_1_Click.Count.2","approval_t5_9.2","t5_timer_2_First.Click.2","t5_timer_2_Last.Click.2","t5_timer_2_Page.Submit.2","t5_timer_2_Click.Count.2","group3_t6_timer_First.Click","group3_t6_timer_Last.Click","group3_t6_timer_Page.Submit","group3_t6_timer_Click.Count","recall_t6.2","t6_timer_1_First.Click.2","t6_timer_1_Last.Click.2","t6_timer_1_Page.Submit.2","t6_timer_1_Click.Count.2","approval_t6_9.2","t6_timer_2_First.Click.2","t6_timer_2_Last.Click.2","t6_timer_2_Page.Submit.2","t6_timer_2_Click.Count.2","overall.2","group4_t1_timer_First.Click","group4_t1_timer_Last.Click","group4_t1_timer_Page.Submit","group4_t1_timer_Click.Count","recall_t1.3","t1_timer_1_First.Click.3","t1_timer_1_Last.Click.3","t1_timer_1_Page.Submit.3","t1_timer_1_Click.Count.3","approval_t1_9.3","t1_timer_2_First.Click.3","t1_timer_2_Last.Click.3","t1_timer_2_Page.Submit.3","t1_timer_2_Click.Count.3","group4_t2_timer_First.Click","group4_t2_timer_Last.Click","group4_t2_timer_Page.Submit","group4_t2_timer_Click.Count","recall_t2.3","t2_timer_1_First.Click.3","t2_timer_1_Last.Click.3","t2_timer_1_Page.Submit.3","t2_timer_1_Click.Count.3","approval_t2_9.3","t2_timer_2_First.Click.3","t2_timer_2_Last.Click.3","t2_timer_2_Page.Submit.3","t2_timer_2_Click.Count.3","group4_t3_timer_First.Click","group4_t3_timer_Last.Click","group4_t3_timer_Page.Submit","group4_t3_timer_Click.Count","recall_t3.3","t3_timer_1_First.Click.3","t3_timer_1_Last.Click.3","t3_timer_1_Page.Submit.3","t3_timer_1_Click.Count.3","approval_t3_9.3","t3_timer_2_First.Click.3","t3_timer_2_Last.Click.3","t3_timer_2_Page.Submit.3","t3_timer_2_Click.Count.3","group4_t4_timer_First.Click","group4_t4_timer_Last.Click","group4_t4_timer_Page.Submit","group4_t4_timer_Click.Count","recall_t4.3","t4_timer_1_First.Click.3","t4_timer_1_Last.Click.3","t4_timer_1_Page.Submit.3","t4_timer_1_Click.Count.3","approval_t4_9.3","t4_timer_2_First.Click.3","t4_timer_2_Last.Click.3","t4_timer_2_Page.Submit.3","t4_timer_2_Click.Count.3","group4_t5_timer_First.Click","group4_t5_timer_Last.Click","group4_t5_timer_Page.Submit","group4_t5_timer_Click.Count","recall_t5.3","t5_timer_1_First.Click.3","t5_timer_1_Last.Click.3","t5_timer_1_Page.Submit.3","t5_timer_1_Click.Count.3","approval_t5_9.3","t5_timer_2_First.Click.3","t5_timer_2_Last.Click.3","t5_timer_2_Page.Submit.3","t5_timer_2_Click.Count.3","group4_t6_timer_First.Click","group4_t6_timer_Last.Click","group4_t6_timer_Page.Submit","group4_t6_timer_Click.Count","recall_t6.3","t6_timer_1_First.Click.3","t6_timer_1_Last.Click.3","t6_timer_1_Page.Submit.3","t6_timer_1_Click.Count.3","approval_t6_9.3","t6_timer_2_First.Click.3","t6_timer_2_Last.Click.3","t6_timer_2_Page.Submit.3","t6_timer_2_Click.Count.3","overall.3","exp_1"
53,2,34,"1",5,1,2,3,500,1000,2,3,NA,NA,2,18,71,1,2,NA,2,2,0,0,14.958,0,NA,NA,NA,NA,NA,0,0,16.68,0,100,0,0,18.699,0,2,5.173,5.173,8.16,1,71,4.345,6.705,8.02,3,0,0,10.701,0,1,1.785,1.785,4.3,1,20,1.579,3.655,4.809,2,4.593,5.921,9.088,2,1,2.243,2.243,6.453,1,18,2.38,2.38,3.708,1,0,0,11.6,0,2,1.593,1.593,2.768,1,71,1.633,2.303,4.338,2,0,0,7.012,0,2,3.9,3.9,5.653,1,42,1.693,1.693,2.91,1,0,0,7.023,0,1,1.438,1.438,2.596,1,7,1.232,6.037,6.974,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
42,2,42,"1",5,1,2,3,1000,10000,4,1,2,NA,NA,32,6,1,1,NA,2,4,0,0,7.732,0,10.664,10.664,11.541,1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.037,0,2,4.792,4.792,5.659,1,72,5.301,6.63,7.59,3,0,0,6.1,0,2,3.651,3.651,4.411,1,74,1.62,1.62,2.527,1,0,0,6.516,0,1,8.078,8.078,8.971,1,68,1.762,2.396,3.358,2,0,0,9.601,0,2,4.575,4.575,5.36,1,82,1.368,1.368,2.114,1,0,0,6.517,0,1,2.168,2.168,2.999,1,50,0.805,2.048,3.091,3,0,0,6.326,0,2,1.5,1.5,2.394,1,91,0.686,0.686,1.44,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
33,2,10,"1",5,3,4,5,500,1000,4,3,NA,NA,1,66,5,2,NA,3,2,2,0,0,15.034,0,0,0,18.196,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.173,0,2,15.163,15.163,15.834,1,45,4.476,7.526,9.296,3,0,0,8.041,0,2,1.653,1.653,2.539,1,10,1.183,2.752,3.751,3,0,0,15.916,0,2,1.435,1.435,1.972,1,21,1.275,1.827,2.664,2,0,0,5.979,0,1,1.959,1.959,2.611,1,70,1.377,1.377,2.042,1,0,0,10.041,0,1,0.629,0.629,1.133,1,83,0.87,0.87,1.475,1,0,0,7.643,0,1,0.996,0.996,1.649,1,84,0.968,7.137,8.226,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
48,1,23,"1",5,4,4,4,300,1200,5,1,1,NA,NA,92,4,3,4,NA,4,3,0,0,21.841,0,0,0,14.697,0,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.197,0,1,21.856,21.856,22.644,1,38,16.862,16.862,18.023,1,8.787,8.787,10.433,1,2,5.478,5.478,6.325,1,35,2.571,5.369,6.229,4,0,0,16.547,0,1,8.012,8.012,9.179,1,11,2.315,2.315,3.382,1,0,0,6.609,0,2,2.252,2.252,3.256,1,10,4.856,4.856,5.891,1,0,0,6.035,0,1,8.785,8.785,9.727,1,87,7.132,7.132,7.808,1,0,0,7.191,0,2,9.766,10.743,11.605,2,85,1.212,1.63,2.439,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
18,2,17,"1",5,1,2,2,300,10000,4,2,NA,2,NA,31,71,1,4,NA,2,1,0,0,7.748,0,NA,NA,NA,NA,NA,0,0,11.067,0,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.197,0,2,6.053,6.053,7.043,1,32,9.167,9.167,9.82,1,0,0,7.66,0,1,2.459,2.459,2.989,1,36,2.692,2.692,3.29,1,0,0,6.123,0,1,5.245,5.245,5.864,1,27,1.987,2.663,3.109,2,0,0,5.833,0,1,1.212,1.212,1.846,1,30,1.421,2.638,3.139,3,0,0,6.651,0,2,1.23,1.23,1.963,1,49,1.642,1.642,2.096,1,0,0,6.832,0,2,0.854,0.854,1.444,1,57,0.997,0.997,1.405,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
29,2,22,"1",5,1,4,2,100,100,4,2,NA,2,NA,18,52,2,3,NA,2,2,0,0,21.112,0,NA,NA,NA,NA,NA,0,0,23.793,0,72,0,0,12.789,0,2,8.043,8.043,9.065,1,61,2.376,2.376,3.416,1,0,0,7.322,0,1,1.801,1.801,2.992,1,40,1.634,2.709,3.728,2,0,0,6.794,0,1,2.236,2.236,8.616,1,40,1.469,2.643,3.692,2,0,0,9.419,0,1,1.467,1.467,2.659,1,28,1.078,1.078,2.118,1,0,0,6.663,0,1,0.931,0.931,1.961,1,20,1.235,1.235,2.314,1,0,0,7.173,0,1,1.002,1.002,2.582,1,17,1.648,1.648,2.847,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
53,1,39,"1",5,1,2,2,125,1000,4,1,2,NA,NA,52,52,1,2,NA,3,3,0,0,6.355,0,0,0,18.495,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.97,0,2,2.874,2.874,3.655,1,35,2.427,2.427,3.372,1,0,0,6.271,0,1,2.149,2.149,3.075,1,9,2.401,2.401,3.409,1,0,0,10.14,0,2,1.171,1.171,1.843,1,49,1.318,1.318,2.534,1,0,0,5.962,0,2,1.023,1.023,1.728,1,57,1.993,1.993,2.896,1,0,0,8.35,0,2,0.804,0.804,1.634,1,69,2.615,5.651,6.669,3,0,0,6.146,0,2,0.921,0.921,2.12,1,46,1.446,2.36,3.546,2,2,4
26,2,33,"1",2,3,5,5,1500,20000,7,1,1,NA,NA,100,0,2,4,NA,2,4,0,0,8.949,0,0,0,12.115,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.97,0,1,5.221,6.033,6.37,2,100,2.815,3.892,14.992,3,0,0,6.004,0,1,3.602,3.602,4.325,1,100,1.516,2.066,2.33,2,0,0,39.489,0,2,1.427,1.613,2.333,2,49,1.315,1.315,1.99,1,0,0,5.517,0,1,4.142,4.142,5.222,1,52,0.92,0.92,1.484,1,0,0,5.54,0,2,0.491,0.491,1.182,1,1,1.09,1.09,1.854,1,0,0,5.889,0,1,3.813,4.509,4.818,2,50,0.753,0.753,1.335,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
